ma_san_pham,ten_san_pham,gia_ban,gia_goc,phan_loai,mo_ta,diem_trung_binh
358300003,"Nước Dưỡng Angel's Liquid Sáng Da, Mờ Thâm Nám 150ml",349000,615000,,"Nước Dưỡng Sáng Da, Mờ Thâm Nám Angel's Liquid Esscense Glutathione 7 Day 150ml
Một làn da sáng, khỏe khoắn là điều mà hầu hết phái đẹp đều mong muốn hướng tới. Không thể phủ nhận vẻ đẹp tự nhiên này giúp bạn sở hữu được một vẻ bề ngoài tràn đầy sức sống và có sức thu hút đặc biệt. Nước Dưỡng Sáng Da, Mờ Thâm Nám Angel's Liquid Esscense Glutathione 7 Day là sản phẩm nước dưỡng với thành phần chiết xuất từ thiên nhiên, lành tính và không làm tổn thương da, giúp cải thiện tông da sáng mịn thấy rõ chỉ sau 7 ngày sử dụng . Ngoài ra, sản phẩm còn hỗ trợ làm mờ nám, tàn nhang, đồng thời bảo vệ tế bào da, phục hồi làn da xỉn màu, tăng cường độ đàn hồi giúp dưỡng da căng bóng, mướt mịn. Sản phẩm hiện đã có bán tại Hasaki.




Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
422217840,Mặt Nạ BNBG Glutathione Hỗ Trợ Dưỡng Sáng Da 30ml,22000,36500,"1 miếng
2 miếng
10 miếng
Phục hồi da
Dưỡng Sáng Da
Trẻ hóa da
Cấp ẩm chuyên sâu","Mặt Nạ BNBG Skin Booster Mask hiện đã có tại Hasaki với 4 phân loại: 
Mặt Nạ BNBG PDRN Hydrating Skin Booster Mask Cấp Ẩm Đa Tầng, Căng Bóng Da: 1 Miếng, 10 miếng
Mặt Nạ BNBG Exosome Lifting Skin Booster Mask Nâng Cơ, Trẻ Hóa Da: 1 miếng, 10 miếng
Mặt Nạ BNBG Glutathione Brightening Skin Booster Mask Dưỡng Sáng Da: 1 miếng, 10 miếng
Mặt Nạ BNBG Placenta Relaxing Skin Booster Mask Truyền Năng Lượng, Phục Hồi Da: 1 miếng, 2 miếng, 10 miếng
Thông tin sản phẩm:
1. Mặt Nạ BNBG PDRN Hydrating Skin Booster Mask Cấp Ẩm Đa Tầng, Căng Bóng Da 30ml
Mặt Nạ BNBG PDRN Hydrating Skin Booster Mask là một dòng mặt nạ giấy hoàn toàn mới với những ưu điểm đột phá của nhà BNBG - Hàn Quốc. Mang đến khả năng cấp ẩm, làm dịu và phục hồi chuyên sâu và sẽ là lựa chọn hoàn hảo cho những làn da khô, thiếu ẩm hoặc đơn giản là cho những ai muốn nuôi dưỡng làn da một cách khoa học và hiệu quả.












Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
422218902,Mặt Nạ Sur.Medic+ Phục Hồi & Làm Dịu Da Cấp Tốc 28g,25000,43000,"1 miếng
10 miếng","Mặt Nạ Sur.Medic+ Super Calm Repairing Mask Phục Hồi & Làm Dịu Da Cấp Tốc 28g là sản phẩm mặt nạ giấy đến từ thương hiệu Sur.Medic+ - Hàn Quốc. Sản phẩm với phức hợp 5 loại Ceramide, 3 loại HA, 2 loại Peptide và Niacinamide cùng công nghệ Hydrolyzed Collagen tăng cường khả năng hấp thụ dưỡng chất của da giúp phục hồi, làm dịu da tức thì, giảm tình trạng kích ứng, tăng độ đàn hồi, xây dựng hàng rào bảo vệ da vững chắc và cấp ẩm sâu chỉ sau 15 phút mang lại làn da mềm mịn, ẩm mượt.
Mặt Nạ Sur.Medic+ Super Calm Repairing Mask Phục Hồi & Làm Dịu Da Cấp Tốc 28g hiện đã có mặt tại Hasaki với 2 phân loại:
1 Miếng
10 Miếng
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",0.0
422200264,Gel Tẩy Tế Bào Chết Arrahan Hương Táo 180ml,79000,135000,"Chanh
Aroma
Táo
Than Hoạt Tính
Thảo mộc","Gel Tẩy Tế Bào Chết Arrahan Peeling Gel 180ml là dòng tẩy tế bào chết đến từ thương hiệu mỹ phẩm Arrahan của Hàn Quốc, chứa các thành phần thiên nhiên giúp loại bỏ các bụi bẩn, chất độc hại, lớp tế bào chết, lớp sừng dưới da, nhất là nằm sâu trong lỗ chân lông. Từ đó sẽ thúc đẩy quá trình tái tạo da diễn ra nhanh chóng thông thoáng, dễ dàng hấp thu các dưỡng chất trong các bước tiếp theo và phát huy tối đa công dụng.
Hiện sản phẩm đã có mặt tại Hasaki với 5 loại:
Gel Tẩy Tế Bào Chết Arrahan Hương Chanh Lemon Peeling Gel 180ml
Gel Tẩy Tế Bào Chết Arrahan Hương Aroma Aroma Peeling Gel 180ml
Gel Tẩy Tế Bào Chết Arrahan Hương Táo Apple Peeling Gel 180ml
Gel Tẩy Tế Bào Chết Arrahan Than Hoạt Tính Charcoal Peeling Gel 180ml
Gel Tẩy Tế Bào Chết Arrahan Chiết Xuất Thảo Mộc Hanbang Arrahan Soo Peeling Gel 180ml


















Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.5
204100082,Gel Rửa Mặt Eucerin Làm Sạch Dịu Nhẹ Da Nhạy Cảm 200ml,310000,408000,,"Gel Rửa Mặt Eucerin Làm Sạch Dịu Nhẹ Da Nhạy Cảm DermatoCLEAN Hyaluron Cleansing Gel 200ml là sữa rửa mặt thuộc dòng sản phẩm DermatoCLEAN làm sạch dịu nhẹ cho da nhạy cảm đến từ thương hiệu dược mỹ phẩm Eucerin, giúp nhẹ nhàng loại bỏ lớp trang điểm và bụi bẩn, tạp chất trên da một cách hiệu quả, mang lại làn da sạch bóng và mịn màng sau khi rửa mặt, đồng thời hỗ trợ da hô hấp dễ dàng hơn, chuẩn bị tốt hơn cho giai đoạn tái tạo.
Hiện Gel Rửa Mặt Eucerin DermatoCLEAN Hyaluron Cleansing Gel 200ml đã có mặt tại Hasaki với dung tích 200ml.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
422218283,Combo 2 Gel Rửa Mặt SVR Không Chứa Xà Phòng Cho Da Dầu 400ml/ Chai,700000,1110000,"Combo 440ml
Túi 400ml
Combo 220ml
2x400ml
55ml
200ml
200ml + 55ml
400ml","Gel Rửa Mặt SVR Sebiaclear Gel Moussant là sản phẩm sữa rửa mặt dành cho làn da dầu mụn đến từ thương hiệu dược mỹ phẩm SVR của Pháp, với công thức không chứa xà phòng giúp làm sạch, nhẹ nhàng làm thông thoáng làn da. Khả năng tạo bọt mịn giúp loại trừ các chất bẩn và lượng bã nhờn dư thừa mà không làm khô da. Có thể rửa sạch dễ dàng, mang lại một làn da sạch, tươi mát và khô thoáng.
Hiện sản phẩm Gel Rửa Mặt SVR Dành Cho Da Dầu đã có mặt tại Hasaki với các quy cách đóng gói: 55ml, Combo 55mlx4; Combo 55mlx4; 200ml, 400ml, Túi 400ml, Combo 400mlx2, Bộ 200ml + 55ml



Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.8
422209717,"Combo Mặt Nạ Banobagi Dưỡng Sáng, Thư Giãn Da 30gx10",170000,242000,"1 miếng
10 miếng
Whitening & AC Care
Whitening & BHA-AHA
Whitening & Tone Up
Whitening & Relaxing Revital
Whitening & Dark Spot Care
Whitening & Lifting
Whitening & Aqua Hydrating
Whitening & Tighten Pores
Whitening and Moisture
Whitening & Stretching Patch","Mặt Nạ Tế Bào Gốc Banobagi Stem Cell Vitamin Mask 30g là phiên bản mới của dòng mặt nạ giấy dưỡng da đình đám từ nhà Banobagi. Chất liệu để làm nên mặt nạ Banobagi Stem Cell Vitamin Mask vẫn là cotton 100% tự nhiên, vô cùng thân thiện với mọi làn da, kể cả da nhạy cảm, da dễ kích ứng. Mặt nạ Banobagi không phải là loại mặt nạ thông thường mà là mặt nạ cung cấp vitamin dạng gel.
Ở phiên bản mới, tấm mặt nạ đã được hãng Banobagi thay đổi một chút bằng cách điều chỉnh lại độ dày của chúng, tạo ra một tấm sheet mask mỏng nhẹ, nhỏ gọn và tương khít với bề mặt da hơn. Chúng có thể ôm sát mọi góc trên khuôn mặt, mềm mại và thẩm thấu dưỡng chất rất tốt.



  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.8
422206541,Sữa Rửa Mặt Eucerin Tạo Bọt Làm Sáng Da 50g,179000,199000,"50g
150g","Sữa Rửa Mặt Tạo Bọt Eucerin Even Skin Spotless Brightening Gentle Cleansing Foam MỚI đến từ thương hiệu dược mỹ phẩm Eucerin giúp nhẹ nhàng làm sạch bụi bẩn, dầu thừa và lớp trang điểm trên da. Đồng thời, sản phẩm chứa Licorice được chiết xuất từ rễ cây cam thảo giúp hỗ trợ quá trình dưỡng sáng da, làm giảm đốm nâu, tàn nhang. Công thức đã được kiểm nghiệm da liễu, an toàn cho làn da nhạy cảm.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.8
226200009,Gel Rửa Mặt Acnes Giúp Kiểm Soát Nhờn 100g,54000,70000,,"Gel Rửa Mặt Acnes Oil Control Cleanser là sản phẩm sữa rửa mặt dành cho da dầu nhờn đến từ thương hiệu Acnes (thuộc tập đoàn Rohto-Mentholatum). Công thức chứa các hạt siêu mịn sẽ giúp nhẹ nhàng làm sạch bụi bẩn từ sâu bên trong lỗ chân lông, loại bỏ bã nhờn dư thừa và tế bào chết, hỗ trợ se khít lỗ chân lông và đồng thời ngăn ngừa hình thành mụn.
Với Gel Rửa Mặt Giúp Kiểm Soát Nhờn Acnes Oil Control Cleanser, bạn sẽ cảm nhận được một làn da tươi mát, sạch thoáng, không bóng dầu sau mỗi lần rửa mặt!
Hiện Gel Rửa Mặt Giúp Kiểm Soát Nhờn Acnes Oil Control Cleanser 100g đã có mặt tại Hasaki.



*Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
422205884,Kem Dưỡng Angel's Liquid Làm Mờ Nám Chuyên Sâu 50ml,499000,832000,,"Kem Dưỡng Angel's Liquid Làm Mờ Nám Chuyên Sâu 50ml là sản phẩm serum đến từ thương hiệu mỹ phẩm Angel’s Liquid của Hàn Quốc, với thành phần T.X.A, Niacinamide và các chiết xuất cam thảo có khả năng làm mờ thâm nám, loại bỏ các đốm nâu, dưỡng sáng da và mờ các vết thâm mụn đồng thời hỗ trợ kháng viêm, làm dịu và ngăn ngừa kích ứng. 
Hiện sản phẩm Siêu Tinh Chất Angel's Làm Mờ Nám Chuyên Sâu 50ml đã có mặt tại Hasaki.








Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.0
422206513,"Serum Teana Giảm & Ngừa Mụn Ẩn, Mụn Viêm 2ml x 10 Ống",337000,395000,,"Serum Teana Super Peptides No Problem Intensive Care Giảm & Ngừa Mụn Ẩn, Mụn Viêm là tinh chất đến từ thương hiệu Teana- Nga. Tinh Chất Teana ""Super Peptides"" No Problem Intensive Care Serum chứa các peptides cao cấp có công dụng thúc đẩy khô cồi mụn cấp tốc, ngăn cản khuẩn gây mụn phát triển, giảm mụn ẩn, mụn viêm ở mật độ cao, giảm mẩn ngứa trên da mặt và giúp da đều màu hơn. Tinh Chất Dưỡng Da Giảm Và Ngừa Mụn Ẩn, Mụn Viêm Teana ""Super Peptides"" No Problem Intensive Care Serum 2ml thích hợp cho da có vấn đề, da dầu và da hỗn hợp dễ nổi mụn, da có mụn ẩn, mụn viêm.
Serum Teana Super Peptides No Problem Intensive Care Giảm & Ngừa Mụn Ẩn, Mụn Viêm đã có tại Hasaki.
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
100140034,Mặt Nạ Ngủ Laneige Dưỡng Ẩm & Tăng Khả Năng Tự Vệ Da 70ml,595000,790000,"25ml
70ml","Mặt Nạ Ngủ LANEIGE Water Sleeping Mask_EX 2021 là phiên bản cải tiến mới nhất của dòng mặt nạ ngủ nổi tiếng Water Sleeping Mask đến từ thương hiệu mỹ phẩm cao cấp Laneige của Hàn Quốc, với công nghệ Sleeping Micro Biome™ & Pro-Biotics Complex giúp dưỡng ẩm và tăng khả năng tự vệ của da, hỗ trợ phục hồi sự cân bằng hệ vi sinh trên da trong suốt đêm dài, giúp da tươi mới, căng tràn sức sống hơn mỗi khi thức dậy.
 

*Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.0
422209719,"Combo Mặt Nạ Banobagi Dưỡng Sáng, Se Lỗ Chân Lông 30gx10",170000,242000,"1 miếng
10 miếng
Whitening & AC Care
Whitening & BHA-AHA
Whitening & Tone Up
Whitening & Relaxing Revital
Whitening & Dark Spot Care
Whitening & Lifting
Whitening & Aqua Hydrating
Whitening & Tighten Pores
Whitening and Moisture
Whitening & Stretching Patch","Mặt Nạ Tế Bào Gốc Banobagi Stem Cell Vitamin Mask 30g là phiên bản mới của dòng mặt nạ giấy dưỡng da đình đám từ nhà Banobagi. Chất liệu để làm nên mặt nạ Banobagi Stem Cell Vitamin Mask vẫn là cotton 100% tự nhiên, vô cùng thân thiện với mọi làn da, kể cả da nhạy cảm, da dễ kích ứng. Mặt nạ Banobagi không phải là loại mặt nạ thông thường mà là mặt nạ cung cấp vitamin dạng gel.
Ở phiên bản mới, tấm mặt nạ đã được hãng Banobagi thay đổi một chút bằng cách điều chỉnh lại độ dày của chúng, tạo ra một tấm sheet mask mỏng nhẹ, nhỏ gọn và tương khít với bề mặt da hơn. Chúng có thể ôm sát mọi góc trên khuôn mặt, mềm mại và thẩm thấu dưỡng chất rất tốt.



  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.8
422216296,Kem Chống Nắng Neogen Dermalogy Cho Da Treatment 50ml,329000,549000,,"Kem Chống Nắng Neogen Dermalogy White Truffle Treatment Sun Screen SPF50+ PA++++ 50ml là sản phẩm chống nắng da mặt đến từ thương hiệu Neogen Dermalogy - Hàn Quốc. Sản phẩm với sự kết hợp hoàn hảo của công nghệ chống nắng NEO-LOCK, cùng màng lọc tiên tiến và thành phần bảo vệ da quý hiếm đắt giá giúp bảo vệ làm da hiệu quả. 
Kem Chống Nắng Neogen Dermalogy White Truffle Treatment Sun Screen SPF50+ PA++++ 50ml hiện đã có tại Hasaki.


Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.0
304300002,Miếng Dán Mụn Derma Angel Dùng Cho Ngày 12 Miếng,37000,48000,"Ban Đêm
Ban Ngày
Ngày Và Đêm","Miếng Dán Mụn Derma Angel là sản phẩm miếng dán mụn đến từ thương hiệu Derma Angel của Đài Loan, sẽ che đi những vết mụn đáng ghét đồng thời giữ vệ sinh, hạn chế viêm nhiễm và sưng tấy do các tác nhân từ bên ngoài giúp vết mụn mau lành, hạn chế để lại sẹo. Miếng Dán Mụn Derma Angel với thiết kế dễ sử dụng cùng hiệu quả bất ngờ đối với làn da những ai đang có làn da bị mụn sẽ không thể bỏ qua sản phẩm này, sản phẩm vừa có thể làm giảm mụn vừa có công dụng che phủ nốt mụn khi trang điểm, vô cùng tiện lợi.


Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.6
223600001,Sữa Rửa Mặt Senka Đất Sét Trắng Làm Đều Màu Da 120g,83000,118800,"50g
120g","Sữa Rửa Mặt Senka Đất Sét Trắng Làm Đều Màu Da là sản phẩm sữa rửa mặt đến từ thương hiệu nổi tiếng Senka, được bình chọn là sữa rửa mặt hàng đầu Nhật Bản. Sản phẩm có công thức đặc biệt chiết xuất từ Đất Sét Trắng giúp loại bỏ tế bào chết cho làn da sáng rạng rỡ và đều màu, đồng thời dưỡng da ẩm mượt với tinh chất tơ tằm trắng cùng hàm lượng gấp đôi Hyaluronic Acid.
Hiện sản phẩm Sữa Rửa Mặt Senka Perfect White Clay đã có mặt tại Hasaki với 2 dung tích: 
50g
120g 


*Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.4
422205819,Nước Tẩy Trang Nature Republic Từ Khoáng Chất 500ml,141000,232000,"AHA
Khoáng chất","Nature Republic Good Skin Ampoule Cleansing Water 500ml là dòng sản phẩm nước tẩy trang dành cho da mặt đến từ thương hiệu mỹ phẩm Nature Republic của Hàn Quốc. Công thức micellar với độ pH từ 5.5 đến 6.5 giúp làm sạch lớp trang điểm và bụi bẩn hiệu quả mà vẫn dịu nhẹ, không lấy đi độ ẩm tự nhiên trên da.
 

Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.5
422206141,Tinh Chất Chống Nắng d program Kiềm Dầu SPF 50 PA+++ 40ml,471000,690000,,"Tinh Chất Chống Nắng d program Kiềm Dầu SPF 50 PA+++ 40ml là dòng chống nắng da mặt đến từ thương hiệu mỹ phẩm d program của Nhật Bản, kem chống nắng vật lý với công nghệ Allerdefense Neo giúp bảo vệ da trước các tác hại của ánh nắng mặt trời, bụi mịn, các tác nhân gây hại từ môi trường.







Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.5
